"Postcodes (PC4)";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Januari 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Februari 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Maart 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|April 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Mei 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Juni 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Juli 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Augustus 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|September 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Oktober 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|November 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|December 2020"
"8807 Herbaijum";3;3;3;3;3;3;3;3;3;3;3;3
"8808 Dongjum";2;2;2;2;2;2;2;2;2;2;2;2
"8809 Boer";"";"";"";"";"";"";"";"";"";"";"";""
"8811 Ried";1;1;1;1;1;1;1;1;1;1;1;1
"8812 Peins";1;1;1;1;1;2;2;3;3;3;3;3
"8813 Schalsum";0;0;0;0;0;0;0;0;0;0;0;0
"8814 Zweins";0;0;0;0;0;0;0;0;0;0;0;0
"8816 Schingen";0;0;0;0;0;0;0;0;0;0;0;0
"8821 Kimswerd";0;0;0;0;0;0;0;0;0;0;0;0
"8822 Arum";4;4;6;6;6;6;6;6;7;7;7;7
"8823 Lollum";0;0;0;1;1;1;1;2;2;2;2;3
"8831 Winsum";2;2;2;2;2;2;2;3;3;3;3;3
"8832 Húns";1;1;1;1;1;1;1;1;1;1;1;1
"8833 Leons";1;1;1;1;1;1;1;1;1;1;1;1
"8834 Baard";1;1;1;1;1;1;1;1;1;1;1;1
"8835 Easterlittens";1;1;1;1;1;1;1;1;1;1;1;1
"8841 Baaium";"";"";"";"";"";"";"";"";"";"";"";""
"8842 Wjelsryp";3;3;3;3;3;3;6;7;7;7;7;6
"8843 Spannum";1;1;0;0;0;1;1;1;1;1;1;1
"8844 Hennaard";0;0;0;0;0;0;0;0;"";"";"";""
"8845 Waaxens";"";"";"";"";"";"";"";"";"";"";"";0
"8851 Tzummarum";5;5;6;6;6;6;5;5;5;5;5;5
"8852 Firdgum";"";"";"";"";"";"";"";"";"";"";"";""
"8853 Klooster Lidlum";"";"";"";"";"";"";"";"";"";"";"";""
"8854 Oosterbierum";0;0;0;0;0;0;0;0;0;0;0;0
"8855 Sexbierum";2;2;3;3;3;4;4;4;4;4;4;5
"8856 Pietersbierum";0;0;0;0;0;0;0;0;0;0;1;1
"8857 Wijnaldum";0;0;1;1;1;1;1;1;1;1;1;2
"8861 Noord";20;21;21;21;23;23;24;25;26;26;26;27
"8862 Zuid";15;15;16;16;16;17;19;19;22;23;23;24
"8871 Midlum";0;0;0;0;0;0;0;0;0;0;0;0
"8872 Midlum";2;2;2;2;2;2;2;2;2;2;2;2
"8881 West-Terschelling";4;4;4;5;5;5;5;5;5;5;5;6
"8882 Hee";0;0;0;0;0;0;0;0;0;0;0;0
"8883 Kaard";"";"";"";"";"";"";"";"";"";"";"";""
"8884 Baaiduinen";"";"";"";"";1;1;1;1;2;2;2;2
"8885 Kinum";0;0;0;0;0;0;1;1;1;1;1;1
"8891 Midsland";6;6;6;6;6;6;6;6;7;8;9;9
"8892 Striep";0;0;0;0;"";"";"";"";"";"";"";""
"8893 Landerum";0;0;0;0;0;0;0;0;0;0;0;0
"8894 Formerum";6;6;6;6;6;6;6;6;6;6;6;5
"8895 Lies";1;2;2;2;2;2;2;2;2;2;2;3
"8896 Hoorn";1;1;1;1;1;1;1;1;1;1;1;1
"8897 Oosterend";1;1;1;1;1;1;1;1;1;1;1;1
"8899 Oost-Vlieland";5;5;5;5;5;5;4;4;4;4;4;5
"8911 Binnenstad";11;12;12;12;15;16;13;13;15;16;17;17
"8912 Harlingervaart-Zwette";6;6;6;6;6;6;7;7;7;6;7;7
"8913 Vossepark";17;17;17;18;20;21;21;20;21;20;20;20
"8914 Frieslandhal";16;16;17;17;18;18;17;19;19;20;20;18
"8915 Nieuw-west";3;3;3;3;4;4;4;4;5;5;5;6
"8916 Oud-west-W";7;8;8;9;11;12;11;11;11;12;11;13
"8917 Oud-west-O";9;10;10;10;11;13;14;14;15;16;16;16
"8918 Bilgaard";3;4;3;2;2;2;3;3;4;4;4;6
"8919 Magere Weide";8;8;8;7;6;6;6;6;6;7;7;7
"8921 Oud-oost-O";8;8;9;11;11;12;12;13;13;13;14;15
"8922 Oud-oost-N";6;7;7;7;8;9;9;9;9;9;9;9
"8923 Vrijheidswijk";3;3;4;5;5;5;5;5;5;5;6;6
"8924 Heechterp/Schieringen";4;4;4;4;4;4;4;5;6;5;5;5
"8925 Camminghaburen-C/Z";5;5;7;7;8;10;10;11;11;11;12;13
"8926 Nieuw-oost-NO";5;4;4;4;5;5;6;7;7;8;9;9
"8927 Leeuwarden";9;9;9;9;10;10;10;10;11;11;11;12
"8931 Nijlan";2;2;2;2;2;2;3;3;5;5;5;6
"8932 Huizum";10;10;11;11;11;11;11;11;10;10;10;10
"8933 Oud-oost-Z";4;4;4;4;4;4;5;5;5;6;7;8
"8934 Huizum-Dorp/Bornia";7;7;7;7;8;8;8;7;7;6;6;5
"8935 Aldlan/Rapenburg";7;7;7;8;8;8;10;12;12;12;14;15
"8936 Wielenpolle";4;4;4;4;4;4;4;4;4;3;3;3
"8937 Schepenbuurt";1;1;0;0;0;0;0;0;0;"";"";""
"8938 Hemrik";89;85;82;77;73;70;66;63;56;50;47;43
"8939 Leeuwarden";31;32;32;32;33;36;38;41;41;44;46;48
"8941 Leeuwarden";7;8;9;8;10;11;13;16;17;19;21;21
"9001 Grou";15;15;16;17;18;19;21;24;25;26;25;27
"9003 Warten";4;4;5;5;5;5;5;5;5;5;5;6
"9004 Warstiens";"";"";"";"";1;1;1;1;1;1;1;1
"9005 Wergea";2;2;3;3;3;3;3;3;3;3;4;5
"9006 Eagum";"";1;1;1;1;1;1;1;1;1;1;1
"9007 Idaerd";0;0;0;0;0;0;0;0;0;0;0;0
"9008 Reduzum";4;4;4;4;5;5;5;5;6;6;6;6
"9009 Friens";1;1;1;1;1;1;1;1;1;1;1;1
"9011 Jirnsum";3;3;3;3;3;3;4;4;4;2;2;2
"9012 Raerd";2;2;2;2;3;3;3;2;3;3;4;4
"9013 Poppenwier";0;0;0;0;0;0;0;0;0;0;0;0
"9014 Tersoal";0;0;0;0;1;1;1;1;1;1;1;1
"9021 Easterwierrum";0;0;0;0;0;0;0;0;0;0;1;1
"9022 Mantgum";5;5;5;5;5;5;5;5;5;5;5;5
"9023 Jorwert";2;2;2;2;2;2;2;2;2;2;2;2
"9024 Weidum";2;2;2;2;2;2;2;2;2;2;2;2
"9025 Bears";1;1;1;1;1;1;1;1;1;1;1;2
"9026 Jellum";0;0;0;0;0;1;1;1;1;1;1;1
"9027 Hilaard";4;4;4;4;4;4;4;4;4;4;4;4
"9031 Boksum";2;2;2;2;2;2;2;2;2;2;2;2
"9032 Blessum";"";"";"";"";"";"";"";"";"";"";"";""
"9033 Deinum";3;3;3;3;5;5;5;6;6;7;7;7
"9034 Marsum";1;1;1;1;1;1;1;1;1;1;1;2
"9035 Dronryp";7;7;7;7;7;9;8;8;10;10;10;11
"9036 Menaam";15;16;16;16;16;16;16;15;15;14;13;14
"9037 Slappeterp";"";"";"";"";"";"";"";"";"";"";"";1
"9038 Ingelum";2;2;2;2;2;2;2;2;2;3;3;3
"9041 Berltsum";5;5;6;6;7;6;5;6;6;6;6;6
"9043 Wier";0;0;0;0;0;0;0;0;0;0;0;0
"9044 Bitgum";2;2;2;2;2;2;2;2;2;2;2;2
"9045 Bitgummole";3;3;3;3;3;3;3;3;3;3;3;3
"9047 Minnertsga";3;4;4;4;5;5;5;5;5;5;5;6
"9051 Stiens";15;16;16;17;20;19;22;21;22;22;26;29
"9053 Feinsum";0;0;0;0;0;1;1;1;1;1;1;1
"9054 Hijum";0;0;0;0;0;0;0;0;0;0;0;0
"9055 Britsum";4;4;4;4;4;4;4;4;4;4;4;4
"9056 Koarnjum";0;0;0;0;0;0;0;0;0;0;0;0
"9057 Jelsum";0;0;0;0;0;0;1;1;2;2;2;2
"9061 Gytsjerk";9;9;9;9;10;9;9;9;9;10;10;10
"9062 Oentsjerk";4;4;4;4;5;4;5;5;5;5;5;5
"9063 Mûnein";1;1;1;1;1;1;1;1;1;0;0;0
"9064 Aldtsjerk";2;2;2;3;2;2;2;2;3;3;3;3
"9067 Readtsjerk";0;0;0;0;1;1;1;1;1;1;1;1
"9071 Alde Leie";1;1;1;1;1;1;1;1;1;1;1;2
"9072 Nij Altoenae";1;1;1;1;1;1;1;1;1;1;1;1
"9073 Marrum";1;1;1;1;1;1;1;1;1;1;2;3
"9074 Hallum";14;14;14;13;14;14;15;15;15;16;16;15
"9075 Westhoek";1;1;1;1;1;1;1;1;1;1;1;1
"9076 St.-Annaparochie";9;11;11;11;12;13;14;14;16;16;16;17
"9077 Vrouwenparochie";1;1;1;1;1;1;1;1;1;1;1;1
"9078 Oudebildtzijl";3;3;3;3;3;3;3;3;3;3;3;3
"9079 St.-Jacobiparochie";3;3;4;4;4;4;4;4;4;4;6;6
"9081 Lekkum";1;1;1;1;1;1;1;1;1;1;2;2
"9082 Miedum";1;1;1;1;1;1;1;1;1;1;1;1
"9083 Snakkerburen";1;1;1;1;1;1;1;1;1;1;1;1
"9084 Goutum";7;7;7;7;8;8;8;10;11;11;12;14
"9085 Teerns";"";"";"";"";"";"";"";"";"";"";"";""
"9086 Hempens";6;6;6;6;6;6;6;6;7;7;7;7
"9087 Swichum";0;0;0;0;0;0;0;0;0;0;0;0
"9088 Wirdum";2;2;2;2;2;2;2;2;1;2;3;3
"9089 Wytgaard";1;1;1;1;1;1;1;1;1;1;1;1
"9091 Wyns";1;1;1;1;1;1;1;1;1;1;1;1
"9101 Dokkum";32;33;34;36;37;39;41;42;42;39;39;43
"9102 Dokkum Weeshuislanden";1;1;1;1;2;2;3;3;3;3;3;3
"9103 Dokkum Jantjeszeepolder";9;9;12;14;14;15;16;17;17;20;20;20
"9104 Damwâld";10;13;14;15;14;12;13;13;14;15;15;17
"9105 Rinsumageest";2;2;3;2;3;3;4;4;4;4;4;4
"9106 Sibrandahûs";"";"";"";"";"";"";"";"";"";"";"";""
"9107 Janum";"";"";"";"";"";"";"";"";"";"";"";""
"9108 Broeksterwâld";0;0;0;0;0;0;0;0;0;0;0;0
"9109 De Falom";1;1;1;1;2;3;3;4;4;4;4;4
"9111 Birdaard";1;1;1;1;1;1;1;1;1;1;2;2
"9112 Vrsp hzn Birdaard";0;0;0;0;0;0;0;0;0;1;1;1
"9113 Wâlterswâld";2;2;2;3;3;3;3;3;3;3;3;3
"9114 Driezum";2;2;2;2;2;3;3;4;4;4;4;3
"9121 Aalsum";"";"";"";"";"";"";"";"";"";"";"";""
"9122 Wetsens";1;1;1;1;1;1;1;1;1;1;1;1
"9123 Metslawier";2;2;2;2;2;2;2;2;2;2;2;2
"9124 Jouswier";0;0;0;0;0;0;0;0;0;0;0;0
"9125 Oostrum";0;0;0;0;0;0;0;0;0;0;0;0
"9131 Ee";1;1;1;1;1;1;2;2;2;2;2;2
"9132 Engwierum";1;1;1;1;1;1;1;1;1;1;1;1
"9133 Anjum";4;4;4;4;4;4;4;4;3;3;3;3
"9134 Lioessens";"";"";"";"";"";"";"";"";0;1;1;2
"9135 Morra";0;0;0;0;0;0;0;0;0;0;0;0
"9136 Paesens";0;0;0;0;0;0;0;0;0;0;0;0
"9137 Oosternijkerk";2;3;3;4;4;4;4;4;4;4;4;4
"9138 Niawier";1;1;1;1;1;1;1;1;1;1;1;1
"9141 Wierum";1;1;1;1;1;1;1;1;1;2;2;2
"9142 Moddergat";0;0;0;0;0;0;0;0;0;0;0;0
"9143 Nes";0;0;0;0;0;0;0;0;0;0;0;0
"9144 Hantumhuizen";0;0;0;0;0;0;0;0;0;0;0;0
"9145 Ternaard";2;3;3;3;3;2;2;1;1;2;2;2
"9146 Hantumeruitburen";"";"";"";"";"";"";"";"";"";"";"";""
"9147 Hantum";1;1;1;1;1;1;1;1;1;1;1;1
"9148 Hiaure";2;2;2;2;2;2;2;2;2;2;2;2
"9151 Holwerd";2;2;2;2;2;2;2;2;2;2;2;2
"9152 Waaxens";"";"";"";"";"";"";"";"";"";"";"";""
"9153 Brantgum";1;1;1;1;1;1;1;1;1;1;1;1
"9154 Foudgum";"";"";"";"";"";"";"";"";"";"";"";""
"9155 Raard";0;0;0;0;0;0;0;0;0;0;0;0
"9156 Bornwird";0;0;0;0;0;0;0;0;0;0;0;0
"9161 Hollum";2;2;2;2;2;2;2;2;2;1;2;2
"9162 Ballum";0;0;0;0;0;0;1;1;1;1;1;1
"9163 Nes";9;9;9;11;10;10;10;10;10;12;12;13
"9164 Buren";4;5;5;5;5;5;6;6;6;6;6;6
"9166 Schiermonnikoog";2;2;2;2;2;2;2;2;2;2;2;2
"9171 Blije";0;0;0;0;0;0;0;0;0;0;0;0
"9172 Ferwert";2;2;2;2;2;2;2;2;2;2;2;2
"9173 Hegebeintum";2;2;2;2;2;2;2;2;2;2;2;2
"9174 Ginnum";0;0;0;0;0;0;0;0;0;0;0;0
"9175 Reitsum";1;1;1;1;1;1;1;1;1;1;1;1
"9176 Lichtaard";"";"";"";"";"";"";"";"";"";"";"";""
"9177 Jislum";"";"";"";"";"";"";"";"";"";"";"";""
"9178 Wânswert";1;1;1;1;1;1;1;1;1;1;1;1
"9201 Noord-O/De Swetten";402;397;386;381;375;362;350;341;333;321;286;227
"9202 De Wiken/De Venen";6;7;7;7;7;9;9;11;11;11;12;13
"9203 Centrum/Singels/Bouwen";17;17;19;20;21;21;22;24;23;25;25;26
"9204 De Drait";20;24;26;27;29;29;30;33;36;38;37;38
"9205 De Trisken";17;17;18;19;19;20;21;21;21;22;23;25
"9206 De Haven";13;12;12;12;12;12;12;12;10;11;11;11
"9207 De Folgeren";21;23;23;23;23;25;28;30;34;34;39;49
"9211 Kortehemmen";4;4;4;4;4;4;4;4;4;4;4;4
"9212 Boornbergum";5;5;5;5;7;7;7;8;8;10;10;10
"9213 De Wilgen";10;11;13;13;13;13;13;13;13;13;13;15
"9214 Smalle Ee";1;1;1;1;1;1;1;1;1;1;1;1
"9215 De Veenhoop";1;1;1;1;1;1;1;1;1;1;1;1
"9216 Oudega";3;4;5;5;5;5;5;5;6;7;7;7
"9217 Nijega";0;0;0;0;0;0;0;0;0;0;0;0
"9218 Opeinde";4;7;7;7;8;7;8;8;8;9;9;9
"9219 De Tike";0;0;0;0;0;0;1;1;1;1;1;1
"9221 Rottevalle";3;4;4;4;4;5;5;6;6;7;7;7
"9222 Drachtstercompagnie";1;1;1;1;1;1;1;1;1;1;1;1
"9223 Houtigehage";4;3;3;3;3;3;3;3;3;3;3;3
"9231 Surhuisterveen";19;18;20;19;18;17;17;17;15;16;16;17
"9233 Boelenslaan";4;4;4;4;3;3;3;3;4;4;4;5
"9241 Wijnjewoude";5;5;5;5;5;5;6;6;7;9;8;8
"9243 Bakkeveen";7;7;7;7;8;9;10;11;12;12;12;12
"9244 Beetsterzwaag";16;19;19;19;19;19;19;19;18;19;19;21
"9245 Nij Beets";7;7;7;7;7;7;7;7;6;7;7;7
"9246 Olterterp";0;1;1;1;1;1;1;1;1;1;1;0
"9247 Ureterp";14;13;13;13;13;13;13;14;13;14;13;12
"9248 Siegerswoude";2;2;2;2;3;3;4;4;3;4;4;5
"9249 Frieschepalen";2;2;2;3;3;3;3;3;3;3;3;4
"9251 Burgum";21;22;25;25;26;28;29;29;32;31;32;32
"9254 Hardegaryp";8;9;11;11;12;13;14;16;19;21;21;21
"9255 Tytsjerk";3;3;3;4;4;5;5;5;5;5;4;6
"9256 Rypsjerk";3;3;2;2;2;2;2;2;2;2;2;2
"9257 Noordburgum";3;3;3;3;4;5;7;7;7;7;7;7
"9258 Jistrum";0;0;0;0;0;0;0;0;0;0;0;0
"9261 Eastermar";5;5;5;5;5;5;6;5;5;5;6;6
"9262 Sumar";2;2;3;3;3;3;3;3;3;3;3;4
"9263 Garyp";9;10;10;9;9;9;10;10;11;11;12;13
"9264 Earnewâld";3;3;3;3;4;4;4;4;4;4;4;4
"9265 Suwald";1;1;1;1;1;1;1;1;1;1;1;1
"9269 Feanwâlden";5;5;5;5;4;4;4;4;4;6;7;10
"9271 De Westereen";7;8;8;8;8;8;8;8;10;13;13;13
"9281 Harkema";3;3;3;4;4;5;5;6;6;6;5;6
"9283 Surhuizum";1;1;1;1;2;2;2;2;2;2;2;2
"9284 Augustinusga";2;2;2;2;2;2;2;4;4;4;4;4
"9285 Buitenpost";16;16;16;16;15;19;20;20;20;21;22;23
"9286 Twijzel";2;2;2;3;4;4;6;6;7;7;7;7
"9287 Twijzelerheide";1;1;2;2;2;2;2;2;3;3;4;4
"9288 Kootstertille";1;2;2;2;2;2;2;2;2;2;2;2
"9289 Drogeham";2;4;4;4;5;5;5;5;5;7;8;8
"9291 Kollum";9;9;9;9;9;9;10;10;10;13;13;14
"9292 Augsbuurt";1;1;1;1;1;1;1;1;1;1;1;1
"9293 Kollumerpomp";0;0;0;0;0;0;0;0;0;0;0;1
"9294 Oudwoude";2;2;2;2;2;2;2;2;1;1;1;1
"9295 Westergeest";4;4;4;4;4;4;4;4;4;4;4;4
"9296 Triemen";1;1;1;1;1;1;1;1;1;2;2;2
"9297 Veenklooster";0;0;0;0;0;0;0;0;0;0;0;0
"9298 Kollumerzwaag";5;7;8;8;7;7;8;9;10;10;10;10
"9299 Zwagerbosch";0;0;0;1;1;1;1;1;1;1;1;1
"9301 Roden";41;43;43;44;44;44;47;50;52;53;56;61
"9302 Vijfde Verloting";13;14;14;14;13;13;13;15;15;16;16;16
"9304 Lieveren";5;5;5;5;5;6;6;6;6;6;6;7
"9305 Roderesch";2;1;2;2;2;2;2;2;2;2;2;2
"9306 Alteveer";0;0;0;1;1;1;1;1;1;1;1;1
"9307 Steenbergen";2;2;2;2;3;3;3;3;3;3;3;3
"9311 Nieuw-Roden";4;4;4;4;4;4;4;4;5;6;7;7
"9312 Nietap";3;3;3;3;3;3;3;3;2;2;2;2
"9313 Leutingewolde";"";"";"";"";"";"";"";"";"";"";"";""
"9314 Foxwolde";1;1;1;1;1;1;2;2;2;2;2;2
"9315 Roderwolde";3;3;3;3;5;5;5;5;5;5;5;5
"9321 Peize";16;16;16;16;18;19;19;19;20;21;21;27
"9331 Norg";12;13;14;14;13;13;13;14;14;16;17;17
"9333 Langelo";1;1;1;1;1;1;1;1;1;2;2;2
"9334 Peest";1;1;1;1;1;1;1;1;1;1;2;2
"9335 Zuidvelde";0;0;0;0;0;0;0;0;0;0;1;1
"9336 Huis ter Heide";1;1;1;1;1;1;1;1;1;1;1;1
"9337 Westervelde";1;1;1;1;1;1;1;1;3;3;3;3
"9341 Veenhuizen";1;1;3;4;4;4;4;4;4;4;4;4
"9342 Een";5;5;5;6;6;6;6;6;7;7;7;7
"9343 Een-W";2;2;2;2;2;2;2;2;2;2;2;2
"9351 Leek";32;33;31;33;37;38;38;37;35;38;41;42
"9354 Zevenhuizen";2;3;3;3;3;3;3;3;6;8;10;11
"9355 Midwolde";0;0;0;0;0;1;2;2;2;2;2;3
"9356 Tolbert";15;15;16;17;19;19;18;19;20;22;22;22
"9359 Buitengebied tzv Leek";0;0;0;0;0;0;0;0;0;0;0;0
"9361 Buitengebied Marum";0;0;0;0;0;0;0;0;0;0;0;0
"9362 Boerakker";0;0;0;0;0;0;0;0;0;0;0;0
"9363 Marum";17;20;22;24;25;25;28;29;30;30;31;33
"9364 Nuis";1;1;1;1;1;2;2;2;2;2;2;5
"9365 Niebert";2;2;3;3;3;3;3;3;3;3;3;4
"9366 Jonkersvaart";1;1;2;2;2;2;2;2;2;3;3;3
"9367 De Wilp";4;5;6;6;6;6;7;7;7;8;9;10
"9401 Binnenstad";23;25;25;25;25;27;26;29;27;27;27;28
"9402 West";14;15;15;15;15;15;15;15;15;16;16;16
"9403 Noordoost";44;43;43;45;46;49;49;54;56;59;60;65
"9404 Oost";15;15;18;17;16;16;18;21;21;21;21;20
"9405 Zuid";20;22;22;22;24;27;27;28;29;30;32;31
"9406 Noordwest";7;10;11;10;11;12;13;14;14;19;18;18
"9407 Peelo";4;5;6;6;6;7;7;8;8;8;10;10
"9408 Assen";15;16;16;16;22;28;32;34;37;36;38;41
"9409 Loon";0;0;0;0;0;0;1;1;1;1;1;1
"9411 Beilen";24;24;24;26;27;30;32;33;32;33;35;39
"9412 Beilen";5;5;6;6;6;6;6;7;7;7;8;10
"9413 Beilen";7;8;8;8;8;9;9;11;11;9;11;12
"9414 Hooghalen";5;5;3;3;3;3;3;4;3;3;4;4
"9415 Hijken";5;6;6;6;6;6;6;6;6;6;6;6
"9416 Oranje";2;2;2;2;2;2;2;2;2;2;2;3
"9417 Spier";2;2;2;2;3;3;3;3;3;3;3;3
"9418 Wijster";3;4;4;4;5;5;5;5;5;6;6;6
"9419 Drijber";"";0;0;0;0;0;0;0;0;0;0;0
"9421 Bovensmilde";6;7;7;8;11;11;12;12;12;12;11;12
"9422 Smilde";10;10;12;12;13;14;14;15;15;15;16;16
"9423 Hoogersmilde";3;2;2;2;2;2;2;2;2;2;2;2
"9431 Westerbork";12;12;12;13;14;15;15;16;16;15;16;17
"9432 Zuidveld";0;0;0;0;0;0;0;0;0;1;1;1
"9433 Zwiggelte";3;3;3;3;3;3;3;3;3;3;3;3
"9434 Eursinge";1;1;1;1;1;1;1;2;3;3;3;3
"9435 Bruntinge";"";"";"";"";"";"";"";"";"";"";"";""
"9436 Mantinge";1;1;1;1;1;1;1;1;1;1;1;1
"9437 Balinge";0;0;0;0;0;0;0;0;0;0;0;0
"9438 Garminge";0;0;0;0;0;0;0;0;0;0;0;0
"9439 Witteveen";1;1;1;1;1;1;1;1;1;1;1;1
"9441 Orvelte";3;2;2;2;2;2;2;3;3;3;3;3
"9442 Elp";1;1;1;1;1;1;1;1;1;1;1;1
"9443 Schoonloo";0;0;0;0;0;0;0;0;0;0;0;1
"9444 Grolloo";1;2;2;2;2;2;4;4;5;5;5;5
"9445 Vredenheim";"";"";"";"";"";"";"";"";"";"";"";""
"9446 Amen";1;2;2;2;2;1;1;0;0;1;1;2
"9447 Papenvoort";"";"";"";"";"";"";"";"";"";"";"";""
"9448 Marwijksoord";0;0;0;0;0;0;0;0;0;0;0;0
"9449 Nooitgedacht";0;0;0;0;0;0;0;0;0;0;0;0
"9451 Rolde";5;5;5;5;5;6;7;7;10;10;10;10
"9452 Nijlande";1;1;1;1;1;1;1;1;1;1;1;1
"9453 Eldersloo";0;0;0;0;0;0;0;0;0;0;0;0
"9454 Ekehaar";2;2;3;3;4;4;4;4;4;4;4;4
"9455 Geelbroek";"";"";"";"";"";"";"";"";"";"";"";""
"9456 Eleveld";"";"";"";"";"";"";"";"";"";"";"";""
"9457 Deurze";1;2;2;2;2;2;2;1;1;1;1;1
"9458 Balloo";1;1;1;1;1;1;1;1;2;2;2;2
"9459 Balloerveld";"";"";"";"";"";"";"";"";"";"";"";""
"9461 Gieten";17;18;20;20;19;21;20;20;21;23;25;28
"9462 Gasselte";9;9;9;9;10;11;11;13;13;13;14;15
"9463 Eext";6;6;6;6;7;7;7;7;8;8;8;8
"9464 Eexterzandvoort";0;0;0;0;0;0;0;0;0;0;0;1
"9465 Anderen";4;4;3;3;3;3;3;3;3;3;3;3
"9466 Gasteren";1;1;1;1;1;1;1;1;1;1;1;1
"9467 Anloo";3;3;3;4;4;4;4;4;4;5;6;6
"9468 Annen";8;9;12;12;11;10;11;12;12;12;13;14
"9469 Schipborg";5;5;5;6;6;7;7;7;7;8;8;8
"9471 Zuidlaren";44;45;46;47;47;47;45;48;50;50;52;54
"9472 Schuilingsoord";13;13;13;13;13;14;14;15;16;17;18;19
"9473 De Groeve";2;2;3;3;3;3;3;3;4;4;4;4
"9474 Zuidlaarderveen";2;2;2;2;2;2;2;2;2;2;2;2
"9475 Midlaren";8;8;7;7;7;7;7;7;7;8;7;7
"9479 Noordlaren";6;6;6;7;7;7;7;7;7;8;8;9
"9481 Vries";14;14;15;18;18;19;20;20;21;22;23;23
"9482 Tynaarlo";24;24;26;26;25;27;29;30;29;25;24;24
"9483 Zeegse";5;5;5;4;4;4;5;5;5;5;5;5
"9484 Oudemolen";0;0;0;0;0;0;0;0;0;0;0;0
"9485 Taarlo";0;0;0;0;0;0;0;0;0;0;1;1
"9486 Rhee";2;2;2;2;2;2;2;3;3;3;3;3
"9487 Ter Aard";0;0;0;0;0;0;0;0;0;0;0;0
"9488 Zeijerveld";1;1;1;1;1;1;1;1;1;1;1;1
"9489 Zeijerveen";0;0;0;0;0;0;0;0;0;0;0;0
"9491 Zeijen";7;7;7;7;7;7;7;7;6;6;6;6
"9492 Ubbena";0;0;0;0;0;0;0;0;0;0;0;0
"9493 De Punt";0;0;0;0;0;0;0;0;0;0;0;1
"9494 Yde";3;3;3;3;3;3;3;3;3;3;3;3
"9495 Winde";4;4;4;4;4;4;4;4;4;4;4;4
"9496 Bunne";1;1;1;1;1;1;1;1;1;1;1;1
"9497 Donderen";5;5;5;5;5;5;5;5;5;5;5;5
"9501 Centrum/Ter Maarsch 1,2/Noord";26;27;27;29;30;30;29;30;30;33;34;32
"9502 Ter Maarsch 3,4,5";21;19;19;20;22;22;23;25;26;27;29;30
"9503 Parkwijk/Industriegebied";17;17;18;20;20;21;21;20;21;22;25;26
"9511 Gieterveen";0;0;0;0;0;0;0;0;0;0;0;0
"9512 Nieuwediep";1;1;1;1;1;1;2;2;2;2;2;2
"9514 Gasselternijveen";2;2;2;2;2;2;1;2;4;5;5;5
"9515 Gasselternijveenschemond";1;1;1;1;1;2;2;3;3;4;4;4
"9521 Nieuw-Buinen";33;33;35;37;37;38;35;33;33;35;34;37
"9523 Drouwenermond";0;0;1;1;1;1;1;1;1;1;1;1
"9524 Buinerveen";2;2;2;2;2;2;2;2;2;2;2;2
"9525 Drouwenerveen";"";"";"";"";"";"";"";"";"";"";"";""
"9526 Bronnegerveen";"";"";"";"";"";"";"";0;0;0;0;0
"9527 Bronneger";3;3;3;3;3;3;3;2;2;2;2;2
"9528 Buinen";4;4;4;6;6;6;6;7;7;7;7;7
"9531 Borger";18;17;17;17;17;18;19;19;20;20;20;20
"9533 Drouwen";2;2;3;3;3;4;5;5;6;6;6;7
"9534 Westdorp";0;0;0;0;0;0;1;1;1;1;1;1
"9535 Ellertshaar";"";"";"";"";1;2;2;2;2;2;2;2
"9536 Ees";0;0;0;0;0;0;0;0;0;0;0;0
"9537 Eesergroen";3;3;3;3;3;3;3;3;3;3;4;4
"9541 Vlagtwedde";2;4;5;5;5;6;8;8;9;9;9;11
"9545 Bourtange";2;2;2;2;2;2;2;3;4;3;3;3
"9551 Sellingen";7;7;8;9;9;9;9;9;10;9;9;9
"9561 Ter Apel";16;17;18;19;21;21;22;22;25;25;27;28
"9563 Ter Apelkanaal";3;2;2;2;2;2;2;2;2;1;1;2
"9564 Zandberg";1;1;1;1;1;1;1;1;1;1;1;1
"9566 Veelerveen";1;1;1;1;2;2;2;2;2;2;2;2
"9571 Tweede Exloermond";8;9;9;8;8;8;8;8;10;12;12;12
"9573 Eerste Exloermond";1;1;1;1;1;1;1;0;0;0;0;0
"9574 Exloerveen";1;1;1;1;1;1;1;1;1;1;1;1
